,district_code,district,year,month,lst,night_lst,ndvi,total_population,built_up_area_sq_m,built_up_area_sq_km
31,70168,Anuppur,2020,8,28.664563998599967,22.075227113567216,0.5759277943629676,693794.0,23731529.34901961,23.73152934901961
32,70168,Anuppur,2020,9,30.17299637639432,22.30570280218869,0.7059195768266774,693794.0,23731529.34901961,23.73152934901961
33,70168,Anuppur,2020,10,29.11334014937412,21.03639951102773,0.6072422941617124,693794.0,23731529.34901961,23.73152934901961
34,70168,Anuppur,2020,11,28.08701315661243,14.93482125415123,0.5086572088676379,693794.0,23731529.34901961,23.73152934901961
35,70168,Anuppur,2020,12,25.722038893958565,13.084293905191895,0.4717605317737113,693794.0,23731529.34901961,23.73152934901961
36,70168,Anuppur,2021,1,26.30119419514316,13.35763413308488,0.4343036291575011,699071.2,24413211.824313726,24.413211824313727
37,70168,Anuppur,2021,2,29.86351828193252,14.210820189274502,0.3950293172266276,699071.2,24413211.824313726,24.413211824313727
38,70168,Anuppur,2021,3,37.667744380753206,18.36842723833547,0.3432872398559812,699071.2,24413211.824313726,24.413211824313727
39,70168,Anuppur,2021,4,40.79001764846588,19.363333333333383,0.3204167498835921,699071.2,24413211.824313726,24.413211824313727
40,70168,Anuppur,2021,5,36.97590119694173,22.93733594909063,0.4413866528104044,699071.2,24413211.824313726,24.413211824313727
41,70168,Anuppur,2021,6,34.13577900192458,22.223250221570165,0.5687650559999292,699071.2,24413211.824313726,24.413211824313727
42,70168,Anuppur,2021,7,34.093629472909235,22.426564886943044,0.4146304309024169,699071.2,24413211.824313726,24.413211824313727
43,70168,Anuppur,2021,8,29.62007697864566,22.534171517350003,0.5969985177528275,699071.2,24413211.824313726,24.413211824313727
44,70168,Anuppur,2021,9,28.842998059731915,22.222248065273423,0.6711565811557418,699071.2,24413211.824313726,24.413211824313727
45,70168,Anuppur,2021,10,29.407921024886875,16.630000000000024,0.623238826351773,699071.2,24413211.824313726,24.413211824313727
46,70168,Anuppur,2021,11,27.88643582496836,15.300551408277606,0.5106484813164696,699071.2,24413211.824313726,24.413211824313727
47,70168,Anuppur,2021,12,25.148466585748327,11.176745999983696,0.4437051825388962,699071.2,24413211.824313726,24.413211824313727
48,70168,Anuppur,2022,1,22.84405872190376,12.938873316345138,0.4432689057798219,704348.4,25094894.299607847,25.094894299607848
49,70168,Anuppur,2022,2,27.45535960521307,16.72101123595507,0.425064857379982,704348.4,25094894.299607847,25.094894299607848
50,70168,Anuppur,2022,3,35.20069312459946,18.418918874961268,0.3716055688440075,704348.4,25094894.299607847,25.094894299607848
51,70168,Anuppur,2022,4,42.83159435107344,22.3312409044676,0.3121497148374757,704348.4,25094894.299607847,25.094894299607848
52,70168,Anuppur,2022,5,40.41255675948655,22.64986493474749,0.3110158861188042,704348.4,25094894.299607847,25.094894299607848
53,70168,Anuppur,2022,6,41.34635249089669,21.98333263000945,0.4007339576882049,704348.4,25094894.299607847,25.094894299607848
54,70168,Anuppur,2022,7,30.780860479438854,22.6561700522432,0.4649446121086521,704348.4,25094894.299607847,25.094894299607848
55,70168,Anuppur,2022,8,28.712836589247583,21.686042255191005,0.6262036282827194,704348.4,25094894.299607847,25.094894299607848
56,70168,Anuppur,2022,9,29.2174201876479,22.32067211846152,0.7076729154179324,704348.4,25094894.299607847,25.094894299607848
57,70168,Anuppur,2022,10,28.21938676896633,22.47039644782749,0.6380502380349948,704348.4,25094894.299607847,25.094894299607848
58,70168,Anuppur,2022,11,28.28553413720091,15.080345202108813,0.5347764809599127,704348.4,25094894.299607847,25.094894299607848
59,70168,Anuppur,2022,12,24.175561450682626,12.442541350244015,0.4682964006515468,704348.4,25094894.299607847,25.094894299607848
60,70168,Anuppur,2023,1,25.67096426894417,15.03000000000003,0.4345921800309167,709625.6,25776576.774901964,25.776576774901965
61,70168,Anuppur,2023,2,28.725594842152308,15.63110012278463,0.3838830031896344,709625.6,25776576.774901964,25.776576774901965
62,70168,Anuppur,2023,3,34.554350577207714,18.46364415865928,0.3714371256138014,709625.6,25776576.774901964,25.776576774901965
63,70168,Anuppur,2023,4,39.1034573451108,20.730219258696827,0.3795145944081459,709625.6,25776576.774901964,25.776576774901965
64,70168,Anuppur,2023,5,39.93224972629945,23.82376764915113,0.4034566667626351,709625.6,25776576.774901964,25.776576774901965
65,70168,Anuppur,2023,6,41.44776615782623,26.614148213877616,0.3847764595222026,709625.6,25776576.774901964,25.776576774901965
66,70168,Anuppur,2023,7,31.368352806041752,23.11433593537613,0.4682559095663015,709625.6,25776576.774901964,25.776576774901965
67,70168,Anuppur,2023,8,29.736872730816646,22.92861999597668,0.5989266408956434,709625.6,25776576.774901964,25.776576774901965
68,70168,Anuppur,2023,9,28.54153835794851,20.64037027787275,0.6914422876229891,709625.6,25776576.774901964,25.776576774901965
69,70168,Anuppur,2023,10,28.358062578814167,20.087057005844265,0.6432521301897993,709625.6,25776576.774901964,25.776576774901965
70,70168,Anuppur,2023,11,27.363934934571365,15.33278165275708,0.5121663568349035,709625.6,25776576.774901964,25.776576774901965
71,70168,Anuppur,2023,12,22.484982838815974,13.929745403111768,0.4911681017715448,709625.6,25776576.774901964,25.776576774901965
72,70168,Anuppur,2024,1,22.686402778393035,14.049640234677724,0.4653336271311065,714902.8,26458259.250196084,26.45825925019609
73,70168,Anuppur,2024,2,26.45986334842431,16.241228630420807,0.4342135422938026,714902.8,26458259.250196084,26.45825925019609
74,70168,Anuppur,2024,3,32.4199236296303,18.981620982572927,0.4093368339402366,714902.8,26458259.250196084,26.45825925019609
75,70168,Anuppur,2024,4,41.261773475914985,19.549376068987204,0.3638999713038083,714902.8,26458259.250196084,26.45825925019609
76,70168,Anuppur,2024,5,37.53234997474996,26.473582949539804,0.3550925464866672,714902.8,26458259.250196084,26.45825925019609
77,70168,Anuppur,2024,6,39.25088430154775,25.80148573188374,0.3710921145876653,714902.8,26458259.250196084,26.45825925019609
78,70168,Anuppur,2024,7,28.63627081068228,23.615987693238868,0.4194719434071012,714902.8,26458259.250196084,26.45825925019609
79,70168,Anuppur,2024,8,27.901344196029488,22.688697391806866,0.5199268267205126,714902.8,26458259.250196084,26.45825925019609
80,70168,Anuppur,2024,9,27.89756663802044,21.601660725212188,0.71347773285689,714902.8,26458259.250196084,26.45825925019609
81,70168,Anuppur,2024,10,27.665997785081988,21.052236301314228,0.6238657052602681,714902.8,26458259.250196084,26.45825925019609
82,70168,Anuppur,2024,11,28.28553413720091,15.080345202108813,0.5024726449384697,714902.8,26458259.250196084,26.45825925019609
83,70168,Anuppur,2024,12,24.175561450682626,12.442541350244015,0.4691669052073384,714902.8,26458259.250196084,26.45825925019609
84,70168,Anuppur,2025,1,24.049896607631723,13.472584972260533,0.4547707361725072,720180.0,27139941.7254902,27.1399417254902
